id,name,type,attribute,race,level,attack_points,defense_points,cost,rarity,description,image
838,Rocket Warrior,Effect Monster,LIGHT,Warrior,4,1500,1300,4,Common,"During your Battle Phase, this card cannot be destroyed by battle and you take no battle damage from attacks involving this card. If this card attacks a monster, after damage calculation: That attack target loses 500 ATK until the end of this turn.",https://images.ygoprodeck.com/images/cards/30860696.jpg
839,Aqua Serpent,Normal Monster,WIND,Machine,6,2100,1700,6,Common,,
840,The Legendary Fisherman,Effect Monster,WATER,Warrior,5,1850,1600,5,Common,"While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.",https://images.ygoprodeck.com/images/cards/3643300.jpg
841,Morphing Jar #2,Flip Effect Monster,EARTH,Rock,3,800,700,3,Common,"FLIP: Shuffle all monsters on the field into the Deck. Then, each player excavates cards from the top of their Deck, until they excavate the same number of monsters they shuffled into their Main Deck. Special Summon all excavated Level 4 or lower monsters in face-down Defense Position, also send the remaining cards to the Graveyard.",https://images.ygoprodeck.com/images/cards/79106360.jpg
842,Vorse Raider,Normal Monster,DARK,Beast-Warrior,4,1900,1200,4,Common,"This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks of his countless victims.",https://images.ygoprodeck.com/images/cards/14898066.jpg
843,Flame Champion,Normal Monster,FIRE,Pyro,5,1900,1300,5,Common,A warrior protected by a flaming shield that nullifies any attack.,https://images.ygoprodeck.com/images/cards/42599677.jpg
844,Twin-Headed Fire Dragon,Normal Monster,FIRE,Pyro,6,2200,1700,6,Common,Two dragons fused as one from the effects of the Big Bang.,https://images.ygoprodeck.com/images/cards/78984772.jpg
845,Darkfire Soldier #1,Normal Monster,FIRE,Pyro,4,1700,1150,4,Common,An explosive expert from a special elite force.,https://images.ygoprodeck.com/images/cards/5388481.jpg
846,Mr. Volcano,Normal Monster,FIRE,Pyro,5,2100,1300,5,Common,This seemingly mild-mannered creature has an extremely volatile temper.,https://images.ygoprodeck.com/images/cards/31477025.jpg
847,Darkfire Soldier #2,Normal Monster,FIRE,Pyro,4,1700,1100,4,Common,A warrior who gained immeasurable power from the heart of a volcano.,https://images.ygoprodeck.com/images/cards/78861134.jpg
848,Kiseitai,Effect Monster,DARK,Fiend,2,300,800,2,Common,"When your opponent's monster attacks this card in face-down Defense Position, this card becomes an Equip Spell Card equipped to the attacking monster (No damage calculation is conducted). During each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card.",https://images.ygoprodeck.com/images/cards/4266839.jpg
849,Cyber Falcon,Normal Monster,WIND,Machine,4,1400,1200,4,Common,A jet-powered hawk that travels at the speed of sound.,https://images.ygoprodeck.com/images/cards/30655537.jpg
850,Gamma The Magnet Warrior,Normal Monster,EARTH,Rock,4,1500,1800,4,Common,"Alpha, Beta, and Gamma meld as one to form a powerful monster.",https://images.ygoprodeck.com/images/cards/11549357.jpg
851,Flying Kamakiri #2,Normal Monster,WIND,Insect,4,1500,800,4,Common,A flying mantis that feeds primarily on insects.,https://images.ygoprodeck.com/images/cards/3134241.jpg
852,Harpie's Brother,Normal Monster,WIND,Winged Beast,4,1800,600,4,Common,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.",https://images.ygoprodeck.com/images/cards/30532390.jpg
853,Grand Tiki Elder,Normal Monster,DARK,Fiend,4,1500,800,4,Common,A masked monster that wields the most deadly of curses.,https://images.ygoprodeck.com/images/cards/13676474.jpg
854,The Masked Beast,Ritual Monster,DARK,Fiend,8,3200,1800,8,Common,"You can Ritual Summon this card with ""Curse of the Masked Beast"".",https://images.ygoprodeck.com/images/cards/49064413.jpg
855,The Earl of Demise,Normal Monster,DARK,Fiend,5,2000,700,5,Common,"This gentlemanly creature is extremely wicked, feared by man and fiend alike.",https://images.ygoprodeck.com/images/cards/66989694.jpg
856,Boneheimer,Normal Monster,WATER,Aqua,3,850,400,3,Common,"This monster wanders the seas, sucking dry any creatures it may encounter.",https://images.ygoprodeck.com/images/cards/98456117.jpg
857,Flame Dancer,Normal Monster,FIRE,Pyro,2,550,450,2,Common,This monster moves while swinging its burning rope.,https://images.ygoprodeck.com/images/cards/12883044.jpg
858,Zombyra the Dark,Effect Monster,DARK,Warrior,4,2100,500,4,Common,This card cannot attack your opponent directly. If this card destroys a monster by battle: This card loses 200 ATK.,https://images.ygoprodeck.com/images/cards/88472456.jpg
859,Earthbound Spirit,Normal Monster,EARTH,Fiend,4,500,2000,4,Common,"A vengeful creature formed by the spirits of fallen warriors, it drags any who dare approach it into the deepest bowels of the earth.",https://images.ygoprodeck.com/images/cards/67105242.jpg
860,Embodiment of Apophis,Trap Card,,Continuous,0,0,0,0,Common,During either player's Main Phase: Special Summon this card as a Normal Monster (Reptile-Type/EARTH/Level 4/ATK 1600/DEF 1800). (This card is also still a Trap Card.),https://images.ygoprodeck.com/images/cards/28649820.jpg
861,Ancient Lamp,Effect Monster,WIND,Spellcaster,3,900,1400,3,Common,"During your Main Phase: You can Special Summon ""La Jinn the Mystical Genie of the Lamp"" from your hand. This card must be face-up on the field to activate and to resolve this effect. Before damage calculation, if this card is being attacked by an opponent's monster, and was face-down at the start of the Damage Step: You can target 1 monster your opponent controls, except the attacking monster; the attacking monster attacks it instead, and you proceed to damage calculation.",https://images.ygoprodeck.com/images/cards/54912977.jpg
862,Amazon Chain Master,Normal Monster,FIRE,Beast,5,1400,1600,5,Common,,
863,Thunder Nyan Nyan,Effect Monster,LIGHT,Thunder,4,1900,800,4,Common,"If there is a non-LIGHT monster on your side of the field, destroy this face-up card.",https://images.ygoprodeck.com/images/cards/70797118.jpg
864,Injection Fairy Lily,Effect Monster,EARTH,Spellcaster,3,400,1500,3,Common,"If this card attacks or is attacked, during damage calculation (in either player's turn): You can pay 2000 LP once per battle; this card gains 3000 ATK during that damage calculation only.",https://images.ygoprodeck.com/images/cards/79575620.jpg
865,Dark Magician,Normal Monster,DARK,Spellcaster,7,2500,2100,7,Common,''The ultimate wizard in terms of attack and defense.'',https://images.ygoprodeck.com/images/cards/46986414.jpg
866,Blue-Eyes Ultimate Dragon,Fusion Monster,LIGHT,Dragon,12,4500,3800,12,Common,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""",https://images.ygoprodeck.com/images/cards/23995346.jpg
867,Executor - Makyura,Normal Monster,WATER,Fiend,6,1900,1300,6,Common,,
868,Viser Des,Effect Monster,DARK,Fiend,4,500,1200,4,Common,"If this card is Normal Summoned: Target 1 monster your opponent controls; during your third Standby Phase after this effect's activation, destroy that monster. This card cannot be destroyed by battle while the targeted monster is on the field.",https://images.ygoprodeck.com/images/cards/56043447.jpg
869,Amazon Sword Woman,Normal Monster,WIND,Machine,4,2100,1500,4,Common,,
870,Amazon Archers,Normal Monster,DARK,Dragon,5,1200,1600,5,Common,,
871,Des Volstgalph,Effect Monster,EARTH,Dragon,6,2200,1700,6,Common,"If this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict 500 damage to your opponent. Each time a Normal or Quick-Play Spell Card resolves, this card gains 200 ATK until the end of this turn.",https://images.ygoprodeck.com/images/cards/81059524.jpg
872,Toon Dark Magician Girl,Toon Monster,DARK,Spellcaster,6,2000,1700,6,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks. Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's GY.",https://images.ygoprodeck.com/images/cards/90960358.jpg
873,Gilford the Lightning,Effect Monster,LIGHT,Warrior,8,2800,1400,8,Common,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,https://images.ygoprodeck.com/images/cards/36354007.jpg
874,Mystical Beast Serket,Normal Monster,FIRE,Beast,5,1600,1200,5,Common,,
875,Cyber Harpie,Effect Monster,WIND,Winged Beast,4,1800,1300,4,Common,"(This card's name is always treated as ""Harpie Lady"".)",https://images.ygoprodeck.com/images/cards/80316585.jpg
876,Lightning Conger,Normal Monster,WATER,Thunder,3,350,750,3,Common,This massive eel generates huge charges of electricity and unleashes them as thunderbolts.,https://images.ygoprodeck.com/images/cards/27671321.jpg
877,Exarion Universe,Effect Monster,DARK,Beast-Warrior,4,1800,1900,4,Common,"During your Battle Step, if this card attacks a Defense Position monster: You can make this card lose exactly 400 ATK, and if it does, it will inflict piercing battle damage. These effects last until the end of this turn.",https://images.ygoprodeck.com/images/cards/63749102.jpg
878,Legendary Fiend,Effect Monster,DARK,Fiend,6,1500,1800,6,Common,"Once per turn, during your Standby Phase: This card gains 700 ATK.",https://images.ygoprodeck.com/images/cards/99747800.jpg
879,Gadget Soldier,Normal Monster,FIRE,Machine,6,1800,2000,6,Common,A rust-free machine warrior born to battle.,https://images.ygoprodeck.com/images/cards/86281779.jpg
880,Melchid the Four-Face Beast,Normal Monster,DARK,Fiend,4,1500,1200,4,Common,This monster has four different masks for four different attacks.,https://images.ygoprodeck.com/images/cards/86569121.jpg
881,Nuvia the Wicked,Effect Monster,DARK,Fiend,4,2000,800,4,Common,"If this monster is Normal Summoned, destroy this card. If your opponent controls any monster, decrease the ATK of this card by 200 points for each monster on your opponents side of the field.",https://images.ygoprodeck.com/images/cards/12953226.jpg
882,Masked Beast Des Gardius,Effect Monster,DARK,Fiend,8,3300,2500,8,Common,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 monsters, including at least 1 ""Grand Tiki Elder"" or ""Melchid the Four-Face Beast"". When this card is sent from the field to the Graveyard, equip 1 ""The Mask of Remnants"" from your Deck to 1 monster on the field.",https://images.ygoprodeck.com/images/cards/48948935.jpg
883,Valkyrion the Magna Warrior,Effect Monster,EARTH,Rock,8,3500,3850,8,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" from your hand and/or field. You can Tribute this card, then target 1 ""Alpha The Magnet Warrior"", ""Beta The Magnet Warrior"", and ""Gamma The Magnet Warrior"" in your Graveyard; Special Summon them.",https://images.ygoprodeck.com/images/cards/75347539.jpg
884,Red-Eyes Black Metal Dragon,Effect Monster,DARK,Machine,8,2800,2400,8,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your Deck) by Tributing ""Red-Eyes B. Dragon"" equipped with ""Metalmorph"".",https://images.ygoprodeck.com/images/cards/64335805.jpg
885,Red-Eyes B. Dragon,Normal Monster,DARK,Dragon,7,2400,2000,7,Common,''A ferocious dragon with a deadly attack.'',https://images.ygoprodeck.com/images/cards/74677422.jpg
886,Spherous Lady,Normal Monster,EARTH,Rock,3,400,1400,3,Common,Many have been deceived by the beauty of this vampire.,https://images.ygoprodeck.com/images/cards/52121290.jpg
887,Blue-Eyes White Dragon,Normal Monster,LIGHT,Dragon,8,3000,2500,8,Common,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.",https://images.ygoprodeck.com/images/cards/89631139.jpg
888,Dark Sage,Effect Monster,DARK,Spellcaster,9,2800,3200,9,Common,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand or Deck) by Tributing 1 ""Dark Magician"" immediately after applying the effect of ""Time Wizard"" in which you called the coin toss right. When Special Summoned this way: Add 1 Spell Card from your Deck to your hand.",https://images.ygoprodeck.com/images/cards/92377303.jpg
889,F.G.D.,Normal Monster,LIGHT,Spellcaster,4,2100,1100,4,Common,,
890,Master of Dragon Soldier,Normal Monster,EARTH,Warrior,5,1200,1200,5,Common,,
891,Messenger of Peace,Spell Card,,Continuous,0,0,0,0,Common,"Monsters with 1500 or more ATK cannot declare an attack. Once per turn, during your Standby Phase, pay 100 LP or destroy this card.",https://images.ygoprodeck.com/images/cards/44656491.jpg
892,Darkness Approaches,Spell Card,,Normal,0,0,0,0,Common,Discard 2 cards from your hand. Select 1 face-up monster and change it to face-down Defense Position.,https://images.ygoprodeck.com/images/cards/80168720.jpg
